,Unnamed: 0,Title,Document Name,Parties,Agreement Date,Effective Date,Expiration Date,Renewal Term,Notice to Terminate Renewal,Governing Law,Most Favored Nation,Non-Compete,Exclusivity,No-Solicit of Customers,Competitive Restriction Exception,No-Solicit of Employees,Non-Disparagement,Termination for Convenience,"Right of First Refusal, Offer or Negotiation (ROFR/ROFO/ROFN)",Change of Control,Anti-Assignment,Revenue/Profit Sharing,Price Restriction,Minimum Commitment,Volume Restriction,IP Ownership Assignment,Joint IP Ownership,License Grant,Non-Transferable License,Affiliate IP License-Licensor,Affiliate IP License-Licensee,Unlimited/All-You-Can-Eat License,Irrevocable or Perpetual License,Source Code Escrow,Post-Termination Services,Audit Rights,Uncapped Liability,Cap on Liability,Liquidated Damages,Warranty Duration,Insurance,Covenant Not to Sue,Third Party Beneficiary
0,0,"MetLife, Inc. - Remarketing Agreement",0.0032749671954661608,0.008184894919395447,0.023037996143102646,0.023371538147330284,0.015627594664692882,0.14806148409843445,0.004290740005671978,0.009627576917409895,0.5787968039512634,0.049832217395305634,0.05974218621850014,0.092366524040699,0.06115348264575005,0.0381719246506691,0.03935560584068298,0.13953109085559845,0.692685067653656,0.003164266236126423,0.034841522574424744,0.006656436715275049,0.025910580530762672,0.028653977438807487,0.03021958656609058,0.08930103480815887,0.024587482213974,0.5353681445121765,0.09893444925546646,0.10078396648168564,0.03534920513629913,0.017231972888112068,0.03305372595787048,0.03496837988495827,0.07226376235485077,0.034267343580722816,0.1481970101594925,0.1183215007185936,0.4055120646953583,0.0204243753105402,0.036359738558530814,0.10833381116390227,0.04554393514990807
1,1,"FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT",0.021429970860481262,0.07272609323263167,0.2000187337398529,0.02098473161458969,0.1179301142692566,0.20009133219718933,0.005935962311923504,0.007740333676338195,0.001371358404867351,0.041606221348047256,0.03166739270091057,0.08599310368299484,0.0911325067281723,0.24142450094223025,0.11058010160923004,0.1016087532043457,0.00776706775650382,0.11122646927833556,0.1395266354084015,0.14512567222118378,0.1659257560968399,0.10080301016569138,0.12485527247190475,0.05227835476398468,0.04484264552593231,0.20609986782073972,0.1064424216747284,0.06739366054534912,0.12606191635131836,0.19161884486675265,0.09702906012535097,0.04371901229023933,0.2320823073387146,0.17716245353221893,0.25523442029953003,0.1534307301044464,0.09291841089725494,0.14032237231731415,0.3262167572975159,0.12760262191295624,0.08795320242643356
2,2,DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIP AGREEMENT,0.7933444976806641,0.7834339141845703,0.9130398631095886,0.7810227274894714,0.8275038003921509,0.8458266258239746,0.8720748424530029,0.8934413194656372,0.9189630150794984,0.8196054697036743,0.7435101270675659,0.9026172757148744,0.920515477657318,0.8598489165306091,0.8699101805686951,0.8103767037391663,0.9363665580749512,0.8916354179382324,0.8616676926612854,0.8874205350875854,0.837263286113739,0.7636587619781494,0.8165748119354248,0.8437034487724304,0.6337716579437256,0.8901910781860352,0.7168818116188049,0.8063539266586304,0.8738394379615784,0.7508026361465454,0.6809619665145874,0.9339532852172852,0.8912256360054016,0.8313671350479126,0.9456624388694764,0.9215692281723022,0.6116175651550293,0.9060134887695312,0.9558916091918944,0.8930388092994691,0.8478420972824097
3,3,PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement3,0.07518173009157181,0.15880802273750305,0.31041309237480164,0.1117437332868576,0.10474345088005066,0.031536228954792016,0.10402273386716844,0.16352695226669312,0.016961611807346344,0.1140519455075264,0.1903679072856903,0.26973527669906616,0.18734347820281985,0.13218869268894196,0.0640253946185112,0.1131994053721428,0.0309214498847723,0.03949989378452301,0.05960943549871445,0.028970913961529725,0.039629638195037835,0.03207085654139519,0.03301827982068062,0.2808510661125183,0.08881954103708267,0.10591177642345427,0.036610525101423264,0.24612660706043246,0.10934950411319733,0.19136986136436465,0.021188266575336456,0.05430798232555389,0.10926181823015213,0.02345873787999153,0.146488755941391,0.31205084919929504,0.052906520664691925,0.03488606587052345,0.1965239942073822,0.23795464634895325,0.11997340619564055
4,4,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,0.009241892956197262,0.17785212397575378,0.22076275944709775,0.07835719734430313,0.141103595495224,0.29331547021865845,0.14813680946826935,0.14107947051525116,0.10739896446466446,0.233724981546402,0.4931080639362335,0.29929330945014954,0.3100116550922394,0.14493486285209656,0.174088254570961,0.034969326108694083,0.2353222221136093,0.2685512900352478,0.16782847046852112,0.17632175981998446,0.03069750219583512,0.031169060617685318,0.14755423367023468,0.16908736526966095,0.017614975571632385,0.08367446064949036,0.23671212792396545,0.14962492883205414,0.01034542080014944,0.2645506858825684,0.2566783428192139,0.37765902280807495,0.21375727653503415,0.09394112229347228,0.23451174795627594,0.3603679239749909,0.23345497250556946,0.2160401791334152,0.1674780547618866,0.27112016081810003,0.015802904963493347
5,5,ThriventVariableInsuranceAccountB_20190701_N-6_EX-99.D(IV)_11720968_EX-99.D(IV)_Endorsement Agreement,0.002090860391035676,0.051138050854206085,0.008425450883805752,0.004187926184386015,0.0011495107319206,0.08386711031198503,0.03930338472127914,0.06099687516689301,0.0009992487030103805,0.08390013873577118,0.08687720447778703,0.00022119878849480298,9.981464972952381e-05,0.004958284553140403,0.0062954272143542775,0.02989930845797062,0.006561503279954195,0.0808739885687828,0.010913107544183731,0.05584095045924187,0.06815780699253082,0.038551915436983115,0.042243592441082,0.001486245426349342,0.024279629811644558,0.042409401386976235,0.026253173127770424,0.000968994398135692,0.051907509565353394,0.005159764550626278,0.02193932980298996,0.003392045618966222,0.02407557889819145,0.05308689177036285,0.0036105355247855186,0.0013175373896956446,0.0028425748459994797,0.0539599284529686,0.02263999357819557,0.0017884772969409823,0.0614258274435997
6,6,ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,0.0610957182943821,0.015565273351967338,0.006436040624976158,0.002202490344643593,0.15828478336334229,0.04923655092716217,0.3217928111553192,0.4019136428833008,0.018452664837241173,0.012420264072716236,0.02377416007220745,0.011906301602721214,0.013384297490119934,0.35446831583976746,0.20279723405838013,0.4186574816703797,0.06511685252189636,0.07579879462718964,0.2664178013801575,0.09716930240392684,0.14764724671840668,0.011394991539418696,0.15763257443904874,0.02030954882502556,0.06571456044912337,0.17975781857967374,0.2954457104206085,0.038366228342056274,0.1190674677491188,0.02167668379843235,0.2327714711427689,0.01982853002846241,0.3136985003948212,0.3041849434375763,0.09352637082338333,0.07821395993232727,0.06525599956512451,0.15006861090660095,0.19495339691638947,0.06589934974908829,0.19154448807239527
7,7,IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement,0.03649340569972992,0.0015354607021436095,0.01529330387711525,0.00013782070891465992,0.04503270611166954,0.1237030178308487,0.003220577491447329,0.011249477975070477,0.0003576982126105577,0.0008661947213113308,0.015615345910191538,0.019352339208126068,0.013270549476146698,0.0013685945887118578,0.056512784212827676,0.053976170718669884,0.002559570362791419,0.01927872933447361,0.07182702422142029,0.00015255156904459,0.0012022919254377484,0.00033900639391504234,0.10973355919122696,0.04588867351412773,0.0015952989924699068,0.0014373107114806773,0.00569341704249382,0.04831327497959137,0.0006981533952057363,0.00047386944061145197,0.0022157838102430105,0.0030861967243254185,0.0028690779581665997,0.17357110977172852,0.01818506792187691,0.0455532968044281,0.00858365651220083,0.0014532397035509348,0.4852667152881622,0.016956113278865814,0.0006084669730626048
8,8,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,0.010075937025249004,0.00198557716794312,0.014944877475500109,0.003185444045811892,0.12783142924308774,0.06064726039767265,0.01338607631623745,0.026006460189819336,0.00014060440298635513,0.0037944135256111618,0.015977459028363228,0.021634025499224663,0.009820348583161831,0.018987923860549927,0.3190875649452209,0.06962832063436508,0.0004186491714790464,0.003287677187472582,0.3021107614040375,0.0013410906540229914,0.007870067842304707,0.0005061367410235107,0.03467816859483719,0.17168669402599335,0.027465099468827248,0.01847580447793007,0.015106608159840109,0.16788031160831451,0.00027540361043065786,0.00029983842978253966,0.009067825973033905,0.014254285022616388,0.02490818314254284,0.027131337672472,0.03536417335271835,0.04626411944627762,0.11648321896791458,0.002914992859587073,0.04990198463201523,0.014732209965586662,0.000548139272723347
9,9,"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement",0.003685681382194162,0.005668708588927984,0.04582803696393967,0.0015894261887297034,0.0013201937545090914,0.002669531619176269,0.10554232448339462,0.09242144972085953,0.000286228081677109,0.003676684340462089,0.018787259235978127,0.00012652279110625386,8.419490768574178e-05,0.04330781102180481,0.06591641902923584,0.0004775093402713537,0.0012070905650034547,0.0010115888435393572,0.0698259025812149,0.0020213534589856863,0.015760930255055428,0.0007535365875810385,0.00019146056729368865,0.0010395266581326725,0.0284552164375782,0.00074670318281278,0.08753525465726852,0.0011350746499374509,0.061339017003774636,0.00040428125066682696,0.07160614430904387,0.07956971228122711,0.06902684271335602,0.0003210942086298019,0.08452466130256653,0.0006212224252521992,0.002371274633333087,0.0021955715492367744,0.0759991928935051,8.508011524099857e-05,0.06228842586278915
0,0,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,0.017305575311183933,0.13969232141971588,0.142335906624794,0.05325054749846458,0.04544168710708618,0.0007119296933524312,0.2297146469354629,0.044464875012636185,0.0018663668306544425,0.01224627997726202,0.03862447664141655,0.008711745962500572,0.0017363858642056587,0.003309683408588171,0.003170954762026668,0.0015837156679481268,0.008578373119235039,0.0014594706008210778,0.007238165941089393,0.0014950362965464592,0.18742987513542173,0.005610652267932892,0.0005425509880296887,0.010728615336120129,0.04523114114999771,0.011248450726270677,0.24128796160221103,0.002606942551210523,0.007208066992461681,0.004941379185765982,0.1381772607564926,0.06640327721834183,0.008814276196062565,0.0005395474727265537,0.026389745995402336,0.012222501449286938,0.04400133341550827,0.0011080923723056912,0.035744208842515945,0.00986519455909729,0.004498741123825312
1,1,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,0.0054755196906626225,0.006188118364661932,0.04270095378160477,0.0020558692049235106,0.07953956723213196,0.02309633418917656,0.0055173588916659355,0.005441276356577872,0.027873478829860687,0.031429372727870934,0.22343473136425016,0.0022370477672666307,0.001543561927974224,0.004428799729794264,0.04073956608772278,0.09166747331619264,0.05152306705713272,0.06168584153056145,0.017608609050512314,0.0157290380448103,0.10529801994562148,0.02504582330584526,0.009049421176314354,0.02228101529181004,0.1248418390750885,0.08672662079334259,0.2554801404476166,0.0546867698431015,0.0022462820634245872,0.026648638769984245,0.2000441700220108,0.06620625406503677,0.006530533079057932,0.039338387548923485,0.020128432661294937,0.01120619848370552,0.013177620247006416,0.12553544342517853,0.031987305730581284,0.002891408046707511,0.012314489111304285
2,2,"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT",0.0007243750733323394,0.2198682427406311,0.0020395966712385416,0.2604363560676575,0.0938894748687744,0.15511202812194824,0.0018013800727203488,0.00348075944930315,0.0029164564330130816,0.02598302811384201,0.011984054930508137,0.0023622156586498018,0.006653898395597935,0.0006125884829089046,0.1341364085674286,0.0013113091699779036,0.012152960523962976,0.02044442854821682,0.18103565275669095,0.21561628580093384,0.0017818937776610253,0.0012481877347454429,0.07247146964073181,0.0642215684056282,0.01778225414454937,0.761769711971283,0.007793604861944914,0.05600588023662567,0.00038041637162677933,0.004322527442127465,0.005261878482997418,0.02284601889550686,0.00045220626634545613,0.11330180615186693,0.01378368493169546,0.015520079992711544,0.3001280128955841,0.22416390478610992,0.039470549672842026,0.008615463972091675,0.0007172137266024947
3,3,Freecook_20180605_S-1_EX-10.3_11233807_EX-10.3_Hosting Agreement,0.00022568952408619222,0.00026494363555684686,0.002234684769064188,0.0015504173934459686,0.026003390550613403,0.013642095029354095,0.006422484293580054,0.011800108477473259,0.0007412299746647477,0.017134342342615128,0.03120289742946625,0.000460893294075504,6.36620752629824e-05,0.0014497359516099095,0.005887389648705721,0.20532742142677307,0.001669737626798451,0.016589250415563583,0.017082206904888153,0.04309962317347527,0.011468821205198765,0.005404187832027675,0.008770031854510306,0.007578898221254349,0.008341633714735508,0.0259966142475605,0.010136086493730543,0.006909322459250689,0.028335230425000187,0.003694586688652634,0.0019158275099471207,0.001317279995419085,0.00415730243548751,0.009085044264793396,0.028051435947418213,0.0016770162619650366,0.025432977825403214,0.045906830579042435,0.014504299499094488,0.0022986014373600483,0.029329305514693264
4,4,OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT,0.10740330070257187,0.0144973611459136,0.061164233833551414,0.010354425758123398,0.0348503515124321,0.060886945575475686,0.0276521909981966,0.05471023172140122,0.00017412974557373673,0.0009622803772799672,0.05240491032600403,0.015092410147190094,0.023538991808891296,0.0037731353659182787,0.0032521462999284267,0.004452137742191553,0.0003065525961574167,0.0016190040623769164,0.0017373996088281276,0.05186387151479721,0.020072057843208316,0.000851858698297292,0.005448357667773962,0.006335841026157141,0.02036409452557564,0.000682591344229877,0.025312080979347232,0.003632835345342755,0.00022743933368474242,0.04291045665740967,0.03680961951613426,0.03811363503336906,0.007309149019420147,0.008529547601938248,0.053773082792758935,0.08923950791358948,0.03454305976629257,0.1251896321773529,0.019936800003051758,0.059308052062988274,0.0006461234297603369
5,5,"BORROWMONEYCOM,INC_06_11_2020-EX-10.1-JOINT VENTURE AGREEMENT",2.8248326998436823e-05,0.0005828216089867054,0.002746428130194545,0.0004024409281555563,0.01236976869404316,0.0014980274718254805,0.00010059033957077192,0.00043837609700858593,0.0011226865462958813,0.05274984240531922,0.0518747866153717,0.00021444838785100728,0.00021142578043509275,0.0005441076937131584,0.06883486360311508,8.409875590587035e-05,0.002601312939077616,0.0022506925743073225,0.04432738944888115,0.0010780934244394302,0.00033224266371689737,0.0011473699705675244,4.523229654296301e-05,8.399168291362002e-05,0.0002969926572404802,0.00017457171634305269,0.010307921096682549,8.853704639477655e-05,0.004070225171744824,0.0003644340904429555,0.011051758192479609,0.00041330367093905807,0.000908867281395942,5.460240936372429e-05,0.0007810203242115675,0.0006638767663389443,0.002542664296925068,0.005465982481837273,0.0008153835660777986,0.0007540592923760414,0.002431434579193592
6,6,ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT,0.14402352273464206,0.08909624069929123,0.4548936188220978,0.09041598439216614,0.07627318799495697,0.05844145640730857,0.006852099671959877,0.028177695348858837,0.2199760228395462,0.1048673689365387,0.5898503065109253,0.4223640263080597,0.26434922218322754,0.05134991183876991,0.044810619205236435,0.0894312784075737,0.3308848738670349,0.053282663226127625,0.04325713589787483,0.033158447593450546,0.08812511712312697,0.04689580202102661,0.02388640120625496,0.07467363029718399,0.0872747004032135,0.08879993855953218,0.2552349269390106,0.12343623489141466,0.26981914043426514,0.1860404759645462,0.2421377897262573,0.18972612917423248,0.0197649858891964,0.01874427311122417,0.1168292760848999,0.4167356789112091,0.03118128888309002,0.007012894842773676,0.10509755462408066,0.2328353077173233,0.20923016965389246
7,7,ChinaRealEstateInformationCorp_20090929_F-1_EX-10.32_4771615_EX-10.32_Content License Agreement,0.0029792054556310177,0.003978483844548464,0.17010168731212616,0.0009837221587076783,0.02540285885334015,0.00817972794175148,0.03257782757282257,0.028934402391314507,0.0016448956448584795,0.0014857393689453602,0.01030280813574791,0.00042936534737236803,0.00227164407260716,0.0058747548609972,0.04766581952571869,0.035570070147514336,0.006674688309431076,0.005582647863775493,0.12147802859544755,0.00068895670119673,0.007029246538877486,0.009319408796727656,0.01251645851880312,0.004775953013449907,0.0006486130878329277,0.07475592195987701,0.013870373368263243,0.004635962191969156,0.0015473241219297054,0.0004272809892427176,0.002698153955861926,0.006329513154923916,0.011545595712959766,0.011180435307323931,0.03323837369680405,0.002523325616493821,0.03354072570800781,0.0020119259133934975,0.03576841205358505,0.0006183301447890699,0.008250419050455093
8,8,"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT",0.0001897821493912488,0.028074385598301888,0.01754448562860489,0.049084439873695374,0.09926317632198334,0.0008240111055783927,9.055801638169214e-05,0.00023535896616522223,0.00016343977767974138,0.01943675056099892,0.003653122810646892,0.044193670153617866,0.01736060343682766,0.04437361657619476,0.09753989428281784,0.0003765469300560653,0.000567769689951092,0.0014518949901685119,0.1463979035615921,0.014804317615926266,0.016567599028348926,0.005369868595153093,0.0001515415933681652,0.013481857255101204,0.0008256371365860106,0.1263933926820755,0.015303448773920538,0.02416518144309521,0.0008560176356695592,0.00011720979819074273,0.004079507198184729,0.005373261403292418,0.04901083186268808,0.0005389163270592691,0.021663205698132515,0.014374710619449615,0.0006178219919092952,0.02471272461116314,0.03365413844585419,0.012615988962352276,0.0009779735701158645
9,9,GLOBALTECHNOLOGIESLTD_06_08_2020-EX-10.16-CONSULTING AGREEMENT,0.025248190388083458,0.11711813509464265,0.07498014718294144,0.10485679656267166,0.1192399561405182,0.26408705115318304,0.18044376373291016,0.16003404557704926,0.010907317511737348,0.07525570690631866,0.30951544642448425,0.23580341041088104,0.21753334999084475,0.15341231226921082,0.16566982865333554,0.14675211906433105,0.038395095616579056,0.16403621435165405,0.1949312686920166,0.2131430059671402,0.1926299631595612,0.04556247964501381,0.15290185809135434,0.1493171900510788,0.00707763759419322,0.33608606457710266,0.030719278380274776,0.1899155080318451,0.08073754608631134,0.01940883882343769,0.016463596373796463,0.18865729868412015,0.17213891446590426,0.2017400860786438,0.17261220514774325,0.3489024043083191,0.07183989137411118,0.2093709111213684,0.28057974576950073,0.2307756692171097,0.07814362645149231
